aaoID,dept,matter,
20111019,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20111207,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20111214,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20120209,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20130325,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20130516,"THE DEPARTMENT OF EDUCATION, EMPLOYMENT AND WORKPLACE RELATIONS","Services to help people with disabilities obtain employment, other than supported employment",
20071203,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20080125,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20080501,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20100308,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20100506,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20100629,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20100914,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20101014,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20111019,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20111207,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20111214,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20120209,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20130325,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20130516,THE DEPARTMENT OF FINANCE AND DEREGULATION,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20130918,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20131003,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20141223,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20150709,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20150930,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20160901,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20161027,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20170413,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20171130,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20171220,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20180419,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20180510,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20180828,THE DEPARTMENT OF FINANCE,Shareholder advice on Government Business Enterprises and commercial entities treated as GBEs,
20130918,THE DEPARTMENT OF INDUSTRY,Skills and vocational education policy regulation and programs,
20131003,THE DEPARTMENT OF INDUSTRY,Skills and vocational education policy regulation and programs,
20141223,THE DEPARTMENT OF EDUCATION AND TRAINING,Skills and vocational education policy regulation and programs,
20150930,THE DEPARTMENT OF EDUCATION AND TRAINING,Skills and vocational education policy regulation and programs,
20160901,THE DEPARTMENT OF EDUCATION AND TRAINING,Skills and vocational education policy regulation and programs,
20161027,THE DEPARTMENT OF EDUCATION AND TRAINING,Skills and vocational education policy regulation and programs,
20170413,THE DEPARTMENT OF EDUCATION AND TRAINING,Skills and vocational education policy regulation and programs,
20171130,THE DEPARTMENT OF EDUCATION AND TRAINING,Skills and vocational education policy regulation and programs,
20171220,THE DEPARTMENT OF EDUCATION AND TRAINING,Skills and vocational education policy regulation and programs,
20180419,THE DEPARTMENT OF EDUCATION AND TRAINING,Skills and vocational education policy regulation and programs,
20180510,THE DEPARTMENT OF EDUCATION AND TRAINING,Skills and vocational education policy regulation and programs,
20180828,THE DEPARTMENT OF EDUCATION AND TRAINING,Skills and vocational education policy regulation and programs,
20130918,THE DEPARTMENT OF THE TREASURY,Small business policy,
20131003,THE DEPARTMENT OF THE TREASURY,Small business policy,
20071203,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Small business policy and implementation,
20080125,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Small business policy and implementation,
20080501,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Small business policy and implementation,
20100308,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Small business policy and implementation,
20100506,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Small business policy and implementation,
20100629,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Small business policy and implementation,
20100914,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Small business policy and implementation,
20101014,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Small business policy and implementation,
20111019,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Small business policy and implementation,
20111207,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Small business policy and implementation,
20111214,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Small business policy and implementation,
20120209,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Small business policy and implementation,
20130325,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Small business policy and implementation,
20130516,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Small business policy and implementation,
20141223,THE DEPARTMENT OF THE TREASURY,Small business policy and programs,
20150709,THE DEPARTMENT OF THE TREASURY,Small business policy and programs,
20150930,THE DEPARTMENT OF THE TREASURY,Small business policy and programs,
20160901,THE DEPARTMENT OF THE TREASURY,Small business policy and programs,
20161027,THE DEPARTMENT OF THE TREASURY,Small business policy and programs,
20170413,THE DEPARTMENT OF THE TREASURY,Small business policy and programs,
20171130,THE DEPARTMENT OF THE TREASURY,Small business policy and programs,
20171220,THE DEPARTMENT OF JOBS AND SMALL BUSINESS (Part of the Jobs and Innovation Portfolio),Small business policy and programs,
20180419,THE DEPARTMENT OF JOBS AND SMALL BUSINESS (Part of the Jobs and Innovation Portfolio),Small business policy and programs,
20180510,THE DEPARTMENT OF JOBS AND SMALL BUSINESS (Part of the Jobs and Innovation Portfolio),Small business policy and programs,
20180828,THE DEPARTMENT OF JOBS AND SMALL BUSINESS,Small business policy and programs,
20130918,THE DEPARTMENT OF INDUSTRY,Small business programs,
20131003,THE DEPARTMENT OF INDUSTRY,Small business programs,
20101014,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Social housing, rent assistance and homelessness",
20111019,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Social housing, rent assistance and homelessness",
20111207,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Social housing, rent assistance and homelessness",
20111214,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Social housing, rent assistance and homelessness",
20120209,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Social housing, rent assistance and homelessness",
20130325,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Social housing, rent assistance and homelessness",
20130516,"THE DEPARTMENT OF FAMILIES, HOUSING, COMMUNITY SERVICES AND INDIGENOUS AFFAIRS","Social housing, rent assistance and homelessness",
20130918,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20131003,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20141223,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20150709,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20150930,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20160901,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20161027,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20170413,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20171130,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20171220,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20180419,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20180510,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20180828,THE DEPARTMENT OF SOCIAL SERVICES,"Social housing, rent assistance and homelessness",
20100914,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,"Social inclusion, non-profit sector and volunteering",
20101014,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,"Social inclusion, non-profit sector and volunteering",
20111019,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,"Social inclusion, non-profit sector and volunteering",
20111207,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,"Social inclusion, non-profit sector and volunteering",
20111214,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,"Social inclusion, non-profit sector and volunteering",
20120209,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,"Social inclusion, non-profit sector and volunteering",
20130325,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,"Social inclusion, non-profit sector and volunteering",
20130516,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,"Social inclusion, non-profit sector and volunteering",
20071203,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20080125,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20080501,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20100308,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20100506,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20100629,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20100914,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20101014,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20111019,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20111207,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20111214,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20120209,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20130325,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20130516,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Soils and other natural resources,
20130918,THE DEPARTMENT OF AGRICULTURE,Soils and other natural resources,
20131003,THE DEPARTMENT OF AGRICULTURE,Soils and other natural resources,
20141223,THE DEPARTMENT OF AGRICULTURE,Soils and other natural resources,
20150709,THE DEPARTMENT OF AGRICULTURE,Soils and other natural resources,
20150930,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Soils and other natural resources,
20160901,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Soils and other natural resources,
20161027,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Soils and other natural resources,
20170413,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Soils and other natural resources,
20171130,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Soils and other natural resources,
20171220,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Soils and other natural resources,
20180419,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Soils and other natural resources,
20180510,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Soils and other natural resources,
20180828,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Soils and other natural resources,
20071203,THE DEPARTMENT OF HEALTH AND AGEING,"Specific health services, including human quarantine",
20080125,THE DEPARTMENT OF HEALTH AND AGEING,"Specific health services, including human quarantine",
20080501,THE DEPARTMENT OF HEALTH AND AGEING,"Specific health services, including human quarantine",
